"sites","temperature_..C.","oxygen_.µmol.kg.","date","longitude","latitude","depth","depth_layer","station"
"15 (Section GP13, Cruise SS2011)_30.80",22.166,NA,"2011-05-21 16:06:42",166.987,-30,30.8,"EPI","15 (Section GP13, Cruise SS2011)"
"Station ALOHA (Section NA, Cruise HOT166)_5.00",25.2637,NA,"2004-12-14 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT166)"
"GT21 (Section GP13, Cruise TAN1109)_30.00",18.974,219.4,"2011-06-21 00:03:00",-151.9995,-32.4885,30,"EPI","GT21 (Section GP13, Cruise TAN1109)"
"GT20 (Section GP13, Cruise TAN1109)_101.00",18.534,220.8,"2011-06-20 13:01:00",-153.0057,-32.494,101,"EPI","GT20 (Section GP13, Cruise TAN1109)"
"Station ALOHA (Section NA, Cruise HOT144)_5.00",23.6929,NA,"2003-01-17 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT144)"
"Station ALOHA (Section NA, Cruise HOT156)_175.00",18.9169,NA,"2004-02-24 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT156)"
"15 (Section GP13, Cruise SS2011)_101.70",20.242,NA,"2011-05-21 16:06:42",166.987,-30,101.7,"EPI","15 (Section GP13, Cruise SS2011)"
"15 (Section GA02, Cruise JC057)_135.00",21.683,189.2,"2011-03-23 11:11:00",-28.0012,-9.1608,135,"EPI","15 (Section GA02, Cruise JC057)"
"29 (Section GP13, Cruise SS2011)_51.10",20.689,NA,"2011-05-28 11:09:40",-179.125,-32.4995,51.1,"EPI","29 (Section GP13, Cruise SS2011)"
"GT20 (Section GP13, Cruise TAN1109)_15.00",18.51,221.8,"2011-06-20 13:01:00",-153.0057,-32.494,15,"EPI","GT20 (Section GP13, Cruise TAN1109)"
"GT5 (Section GP13, Cruise TAN1109)_75.00",19.422,219.7,"2011-06-12 16:59:00",-168.002,-32.495,75,"EPI","GT5 (Section GP13, Cruise TAN1109)"
"24 (Section GP13, Cruise SS2011)_15.60",21.604,NA,"2011-05-25 19:16:06",175.98,-30.0002,15.6,"EPI","24 (Section GP13, Cruise SS2011)"
"GT16 (Section GP13, Cruise TAN1109)_15.00",18.821,220.3,"2011-06-18 10:34:00",-157.0088,-32.494,15,"EPI","GT16 (Section GP13, Cruise TAN1109)"
"GT19 (Section GP13, Cruise TAN1109)_77.00",18.094,222.8,"2011-06-19 18:28:00",-153.9982,-32.5013,77,"EPI","GT19 (Section GP13, Cruise TAN1109)"
"18 (Section GA03, Cruise KN204)_233.00",18.129,190.7,"2011-12-01 17:25:00",-40.2179,24.1497,233,"MES","18 (Section GA03, Cruise KN204)"
"14 (Section GA02, Cruise JC057)_149.00",22.82,201.8,"2011-03-22 01:00:00",-29.2335,-12.8957,149,"EPI","14 (Section GA02, Cruise JC057)"
"GT10 (Section GP13, Cruise TAN1109)_33.00",19.461,218.8,"2011-06-15 11:03:00",-162.9935,-32.5063,33,"EPI","GT10 (Section GP13, Cruise TAN1109)"
"GT15 (Section GP13, Cruise TAN1109)_31.00",19.278,218.4,"2011-06-17 14:06:00",-157.9945,-32.495,31,"EPI","GT15 (Section GP13, Cruise TAN1109)"
"GT4 (Section GP13, Cruise TAN1109)_32.00",19.086,221.2,"2011-06-12 07:26:00",-169.0023,-32.499,32,"EPI","GT4 (Section GP13, Cruise TAN1109)"
"GT6 (Section GP13, Cruise TAN1109)_102.00",18.076,226.6,"2011-06-13 03:37:00",-167.0022,-32.4972,102,"EPI","GT6 (Section GP13, Cruise TAN1109)"
"21 (Section GA02, Cruise PE321)_150.00",18.271,201.7,"2010-06-13 00:53:00",-64.167,31.6667,150,"EPI","21 (Section GA02, Cruise PE321)"
"22 (Section GA03, Cruise KN204)_183.90",15.955,117.1,"2011-12-07 11:25:00",-29.3832,19.4334,183.9,"EPI","22 (Section GA03, Cruise KN204)"
"24 (Section GA03, Cruise KN204)_89.30",19.688,140.9,"2011-12-10 08:27:00",-24.5,17.4,89.3,"EPI","24 (Section GA03, Cruise KN204)"
"3 (Section GA03, Cruise KN204)_108.80",21.66,151.1,"2011-11-10 14:23:00",-69.1313,38.655,108.8,"EPI","3 (Section GA03, Cruise KN204)"
"24 (Section GP13, Cruise SS2011)_74.50",21.623,NA,"2011-05-25 19:16:06",175.98,-30.0002,74.5,"EPI","24 (Section GP13, Cruise SS2011)"
"GT12 (Section GP13, Cruise TAN1109)_100.00",18.712,222.7,"2011-06-16 08:38:00",-160.9928,-32.4978,100,"EPI","GT12 (Section GP13, Cruise TAN1109)"
"24 (Section GA03, Cruise KN204)_71.60",20.199,156.3,"2011-12-10 08:27:00",-24.5,17.4,71.6,"EPI","24 (Section GA03, Cruise KN204)"
"10 (Section GA02, Cruise JC057)_150.00",15.95,218,"2011-03-15 23:40:00",-35.8078,-29.0538,150,"EPI","10 (Section GA02, Cruise JC057)"
"GT4 (Section GP13, Cruise TAN1109)_17.00",19.142,221.5,"2011-06-12 07:26:00",-169.0023,-32.499,17,"EPI","GT4 (Section GP13, Cruise TAN1109)"
"Station ALOHA (Section NA, Cruise HOT145)_5.00",23.2926,NA,"2003-02-25 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT145)"
"10 (Section GA03, Cruise KN204)_414.20",17.509,203.6,"2011-11-19 19:31:00",-64.175,31.7535,414.2,"MES","10 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT155)_5.00",24.1569,NA,"2004-01-21 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT155)"
"GT8 (Section GP13, Cruise TAN1109)_75.00",19.333,219.7,"2011-06-13 22:40:00",-164.9923,-32.4957,75,"EPI","GT8 (Section GP13, Cruise TAN1109)"
"GT12 (Section GP13, Cruise TAN1109)_50.00",19.086,219.8,"2011-06-16 08:38:00",-160.9928,-32.4978,50,"EPI","GT12 (Section GP13, Cruise TAN1109)"
"29 (Section GP13, Cruise SS2011)_99.90",18.853,NA,"2011-05-28 11:09:40",-179.125,-32.4995,99.9,"EPI","29 (Section GP13, Cruise SS2011)"
"GT9 (Section GP13, Cruise TAN1109)_51.00",19.404,218.8,"2011-06-14 16:46:00",-163.9897,-32.5043,51,"EPI","GT9 (Section GP13, Cruise TAN1109)"
"GT7 (Section GP13, Cruise TAN1109)_16.00",19.717,218.7,"2011-06-13 12:49:00",-165.9988,-32.4985,16,"EPI","GT7 (Section GP13, Cruise TAN1109)"
"18 (Section GA03, Cruise KN204)_75.10",25.193,205.7,"2011-12-01 17:25:00",-40.2179,24.1497,75.1,"EPI","18 (Section GA03, Cruise KN204)"
"33 (Section GA02, Cruise PE321)_75.00",27.559,184.6,"2010-06-26 12:25:00",-53.4215,13.1623,75,"EPI","33 (Section GA02, Cruise PE321)"
"GT2 (Section GP13, Cruise TAN1109)_52.00",19.29,220.5,"2011-06-10 22:48:00",-170.9953,-32.4967,52,"EPI","GT2 (Section GP13, Cruise TAN1109)"
"GT16 (Section GP13, Cruise TAN1109)_76.00",18.833,220,"2011-06-18 10:34:00",-157.0088,-32.494,76,"EPI","GT16 (Section GP13, Cruise TAN1109)"
"GT18 (Section GP13, Cruise TAN1109)_14.00",19.236,218.3,"2011-06-19 06:47:00",-154.9993,-32.4995,14,"EPI","GT18 (Section GP13, Cruise TAN1109)"
"GT6 (Section GP13, Cruise TAN1109)_78.00",19.527,219.6,"2011-06-13 03:37:00",-167.0022,-32.4972,78,"EPI","GT6 (Section GP13, Cruise TAN1109)"
"4 (Section GA10, Cruise D357)_101.90",11.753,261.7561,"2010-10-26 06:22:00",10.0888,-38.4254,101.9,"EPI","4 (Section GA10, Cruise D357)"
"14 (Section GA03, Cruise KN204)_183.80",18.911,189.5,"2011-11-26 15:01:00",-49.633,27.5831,183.8,"EPI","14 (Section GA03, Cruise KN204)"
"24 (Section GP13, Cruise SS2011)_30.60",21.607,NA,"2011-05-25 19:16:06",175.98,-30.0002,30.6,"EPI","24 (Section GP13, Cruise SS2011)"
"31 (Section GA02, Cruise PE321)_76.00",26.888,195.5,"2010-06-24 15:06:00",-56.2685,16.8312,76,"EPI","31 (Section GA02, Cruise PE321)"
"Station ALOHA (Section NA, Cruise HOT151)_175.00",20.2498,NA,"2003-08-20 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT151)"
"GT6 (Section GP13, Cruise TAN1109)_52.00",19.607,219.2,"2011-06-13 03:37:00",-167.0022,-32.4972,52,"EPI","GT6 (Section GP13, Cruise TAN1109)"
"24 (Section GA03, Cruise KN204)_183.70",14.295,85.2,"2011-12-10 08:27:00",-24.5,17.4,183.7,"EPI","24 (Section GA03, Cruise KN204)"
"22 (Section GA03, Cruise KN204)_74.50",24.807,205.9,"2011-12-07 11:25:00",-29.3832,19.4334,74.5,"EPI","22 (Section GA03, Cruise KN204)"
"GT6 (Section GP13, Cruise TAN1109)_14.00",19.66,219.6,"2011-06-13 03:37:00",-167.0022,-32.4972,14,"EPI","GT6 (Section GP13, Cruise TAN1109)"
"GT21 (Section GP13, Cruise TAN1109)_15.00",18.995,219.5,"2011-06-21 00:03:00",-151.9995,-32.4885,15,"EPI","GT21 (Section GP13, Cruise TAN1109)"
"4 (Section GA03, Cruise KN204)_135.20",22.725,192.3,"2011-11-12 14:57:00",-68.8755,38.3243,135.2,"EPI","4 (Section GA03, Cruise KN204)"
"GT10 (Section GP13, Cruise TAN1109)_102.00",19.479,218.6,"2011-06-15 11:03:00",-162.9935,-32.5063,102,"EPI","GT10 (Section GP13, Cruise TAN1109)"
"Station ALOHA (Section NA, Cruise HOT150)_175.00",18.3198,NA,"2003-07-19 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT150)"
"20 (Section GA03, Cruise KN204)_39.90",25.324,205.8,"2011-12-03 23:12:00",-35.867,22.3331,39.9,"EPI","20 (Section GA03, Cruise KN204)"
"10 (Section GA03, Cruise KN204)_182.40",18.481,203.9,"2011-11-19 19:31:00",-64.175,31.7535,182.4,"EPI","10 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT164)_115.00",21.5205,NA,"2004-10-10 00:00:00",-158,22.75,115,"EPI","Station ALOHA (Section NA, Cruise HOT164)"
"26 (Section GP13, Cruise SS2011)_99.80",18.63,NA,"2011-05-26 22:16:59",178,-31.5988,99.8,"EPI","26 (Section GP13, Cruise SS2011)"
"6 (Section GA03, Cruise KN204)_139.60",20.507,175,"2011-11-15 06:20:00",-68.3895,37.6073,139.6,"EPI","6 (Section GA03, Cruise KN204)"
"GT17 (Section GP13, Cruise TAN1109)_102.00",18.814,220.4,"2011-06-18 20:24:00",-156.0107,-32.5038,102,"EPI","GT17 (Section GP13, Cruise TAN1109)"
"GT13 (Section GP13, Cruise TAN1109)_102.00",17.8,226,"2011-06-16 16:16:00",-160.0078,-32.5103,102,"EPI","GT13 (Section GP13, Cruise TAN1109)"
"16 (Section GA02, Cruise PE319)_102.00",17.853,206,"2010-05-20 13:30:00",-53.2681,36.2067,102,"EPI","16 (Section GA02, Cruise PE319)"
"GT6 (Section GP13, Cruise TAN1109)_31.00",19.616,219.2,"2011-06-13 03:37:00",-167.0022,-32.4972,31,"EPI","GT6 (Section GP13, Cruise TAN1109)"
"16 (Section GA02, Cruise PE319)_151.00",17.691,205.8,"2010-05-20 13:30:00",-53.2681,36.2067,151,"EPI","16 (Section GA02, Cruise PE319)"
"24 (Section GP13, Cruise SS2011)_50.30",21.616,NA,"2011-05-25 19:16:06",175.98,-30.0002,50.3,"EPI","24 (Section GP13, Cruise SS2011)"
"15 (Section GP13, Cruise SS2011)_74.80",21.918,NA,"2011-05-21 16:06:42",166.987,-30,74.8,"EPI","15 (Section GP13, Cruise SS2011)"
"GT5 (Section GP13, Cruise TAN1109)_101.00",17.345,228,"2011-06-12 16:59:00",-168.002,-32.495,101,"EPI","GT5 (Section GP13, Cruise TAN1109)"
"16 (Section GA02, Cruise PE319)_199.00",17.558,207.4,"2010-05-20 13:30:00",-53.2681,36.2067,199,"EPI","16 (Section GA02, Cruise PE319)"
"Station ALOHA (Section NA, Cruise HOT155)_175.00",20.0205,NA,"2004-01-21 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT155)"
"10 (Section GA03, Cruise KN204)_109.70",20.552,189.7,"2011-11-19 19:31:00",-64.175,31.7535,109.7,"EPI","10 (Section GA03, Cruise KN204)"
"14 (Section GA02, Cruise JC057)_10.00",28.108,195.3,"2011-03-22 01:00:00",-29.2335,-12.8957,10,"EPI","14 (Section GA02, Cruise JC057)"
"GT7 (Section GP13, Cruise TAN1109)_48.00",19.656,218.8,"2011-06-13 12:49:00",-165.9988,-32.4985,48,"EPI","GT7 (Section GP13, Cruise TAN1109)"
"27 (Section GA02, Cruise PE321)_200.00",19.064,189,"2010-06-19 21:44:00",-63.5833,22.3411,200,"EPI","27 (Section GA02, Cruise PE321)"
"GT13 (Section GP13, Cruise TAN1109)_49.00",18.925,220.3,"2011-06-16 16:16:00",-160.0078,-32.5103,49,"EPI","GT13 (Section GP13, Cruise TAN1109)"
"18 (Section GA03, Cruise KN204)_38.90",25.242,205.9,"2011-12-01 17:25:00",-40.2179,24.1497,38.9,"EPI","18 (Section GA03, Cruise KN204)"
"GT12 (Section GP13, Cruise TAN1109)_30.00",19.079,220,"2011-06-16 08:38:00",-160.9928,-32.4978,30,"EPI","GT12 (Section GP13, Cruise TAN1109)"
"1 (Section GA03, Cruise KN204)_57.80",18.637,189.6,"2011-11-08 10:56:00",-69.8629,39.6923,57.8,"EPI","1 (Section GA03, Cruise KN204)"
"31 (Section GA02, Cruise PE321)_101.00",26.014,190.9,"2010-06-24 15:06:00",-56.2685,16.8312,101,"EPI","31 (Section GA02, Cruise PE321)"
"1 (Section GA10, Cruise D357)_40.80",17.681,240.4878,"2010-10-19 06:14:00",17.0699,-34.629,40.8,"EPI","1 (Section GA10, Cruise D357)"
